IATA,ICAO,FAA,Name,Country,Location,Elevation,Latitude,Longitude,Chart,Website,Wikipedia,Airport Type,ISO Country
IPH,WMKI,,Sultan Azlan Shah Airport,Malaysia,Ipoh,130 feet,4.5679697990,101.0920028687,,,https://en.wikipedia.org/wiki/Sultan_Azlan_Shah_Airport,Large Airport,MY
BTJ,WITT,,Sultan Iskandarmuda Airport,Indonesia,Banda Aceh,65 feet,5.5235199928,95.4204025269,,,https://en.wikipedia.org/wiki/Sultan_Iskandar_Muda_International_Airport,Large Airport,ID
JHB,WMKJ,,Sultan Ismail International Airport,Malaysia,Johor Bahru,135 feet,1.6413099766,103.6699981689,,,https://en.wikipedia.org/wiki/Senai_International_Airport,Large Airport,MY
FNJ,ZKPY,,Sunan International Airport,China,Pyongyang,117 feet,39.2240982056,125.6699981689,,,https://en.wikipedia.org/wiki/Pyongyang_International_Airport,Large Airport,KP
WUX,ZSWX,,Sunan Shuofang International Airport,China,Wuxi,24 feet,31.4944000244,120.4290008540,,,https://en.wikipedia.org/wiki/Sunan_Shuofang_International_Airport,Large Airport,CN
MCY,YBSU,,Sunshine Coast Airport,Australia,Maroochydore,15 feet,-26.6033000946,153.0910034180,,,,Large Airport,AU
PNK,WIOO,,Supadio Airport,Indonesia,Pontianak,10 feet,-0.1507110000,109.4039993286,,,https://en.wikipedia.org/wiki/Supadio_International_Airport,Large Airport,ID
BKK,VTBS,,Suvarnabhumi Airport,Thailand,Bangkok,5 feet,13.6858330000,100.7488890000,,http://www.suvarnabhumiairport.com,https://en.wikipedia.org/wiki/Suvarnabhumi_Airport,Large Airport,TH
BDJ,WAOO,,Syamsudin Noor Airport,Indonesia,Banjarbaru,66 feet,-3.4423599243,114.7630004883,,,https://en.wikipedia.org/wiki/Syamsudin_Noor_International_Airport,Large Airport,ID
SYD,YSSY,,Sydney Airport,Australia,Sydney (Mascot),21 feet,-33.9460983276,151.1770019531,/charts/YSSY.pdf,https://www.sydneyairport.com,https://en.wikipedia.org/wiki/Sydney_Airport,Large Airport,AU
PDG,WIEE,,Tabing Airport,Indonesia,Padang (Katapiang),18 feet,-0.8749889731,100.3519973755,,,https://en.wikipedia.org/wiki/Sutan_Sjahrir_Air_Force_Base,Large Airport,ID
TYN,ZBYN,,Taiyuan Wusu Airport,China,Taiyuan,2575 feet,37.7468986511,112.6279983521,/charts/ZBYN.pdf,,https://en.wikipedia.org/wiki/Taiyuan_Wusu_International_Airport,Large Airport,CN
SGN,VVTS,,Tan Son Nhat International Airport,Viet Nam,Ho Chi Minh City,33 feet,10.8187999725,106.6520004270,,,https://en.wikipedia.org/wiki/Tan_Son_Nhat_International_Airport,Large Airport,VN
WUH,ZHHH,,Tianhe Airport,China,Wuhan (Huangpi),113 feet,30.7838001251,114.2080001831,/charts/ZHHH.pdf,,https://en.wikipedia.org/wiki/Wuhan_Tianhe_International_Airport,Large Airport,CN
TSN,ZBTJ,,Tianjin Binhai International Airport,China,Tianjin,10 feet,39.1244010925,117.3460006710,/charts/ZBTJ.pdf,,https://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport,Large Airport,CN
TRZ,VOTR,,Tiruchirapalli Airport,India,Tiruchirappalli,288 feet,10.7653999329,78.7097015381,,,https://en.wikipedia.org/wiki/Tiruchirappalli_International_Airport,Large Airport,IN
TIR,VOTP,,Tirupati Airport,India,Tirupati,350 feet,13.6324996948,79.5432968140,,,https://en.wikipedia.org/wiki/Tirupati_Airport,Large Airport,IN
VCA,VVCT,,Tra Noc International Airport,Viet Nam,Can Tho,9 feet,10.0851001740,105.7119979858,,,https://en.wikipedia.org/wiki/Can_Tho_International_Airport,Large Airport,VN
KTM,VNKT,,Tribhuvan International Airport,Nepal,Kathmandu,"4,390 feet",27.6965999603,85.3591003418,,https://www.tiairport.com.np,https://en.wikipedia.org/wiki/Tribhuvan_International_Airport,Large Airport,NP
TRV,VOTV,,Trivandrum International Airport,India,Thiruvananthapuram,15 feet,8.4821195602,76.9200973511,,https://www.aai.aero/en/airports/trivandrum,https://en.wikipedia.org/wiki/Trivandrum_International_Airport,Large Airport,IN
TXN,ZSTX,,Tunxi International Airport,China,Huangshan,,29.7332992554,118.2559967041,/charts/ZSTX.pdf,,https://en.wikipedia.org/wiki/Huangshan_Tunxi_International_Airport,Large Airport,CN
UTP,VTBU,,U-Tapao International Airport,Thailand,Rayong,42 feet,12.6799001694,101.0049972534,,,https://en.wikipedia.org/wiki/U-Tapao_International_Airport,Large Airport,TH
UTH,VTUD,,Udon Thani Airport,Thailand,Udon Thani,579 feet,17.3864002228,102.7880020140,,,https://en.wikipedia.org/wiki/Udon_Thani_International_Airport,Large Airport,TH
VNS,VEBN,,Varanasi Airport,India,Varanasi,266 feet,25.4524002075,82.8592987061,,,,Large Airport,IN
VGA,VOBZ,,Vijayawada Airport,India,Vijayawada,82 feet,16.5303993225,80.7967987061,,https://www.aai.aero/en/airports/vijayawada,https://en.wikipedia.org/wiki/Vijayawada_Airport,Large Airport,IN
IXZ,VOPB,,Vir Savarkar Airport (Port Blair Airport),India,Port Blair,14 feet,11.6412000656,92.7296981812,,,https://en.wikipedia.org/wiki/Veer_Savarkar_International_Airport,Large Airport,IN
VTZ,VOVZ,,Vishakhapatnam Airport,India,Visakhapatnam,15 feet,17.7212009430,83.2245025635,,,,Large Airport,IN
VTE,VLVT,,Wattay International Airport,Laos,Vientiane,564 feet,17.9883003235,102.5630035400,,,https://en.wikipedia.org/wiki/Wattay_International_Airport,Large Airport,LA
WNZ,ZSWZ,,Wenzhou Yongqiang Airport,China,Wenzhou (Longwan),13 feet,27.9122009277,120.8519973755,/charts/ZSWZ.pdf,,https://en.wikipedia.org/wiki/Wenzhou_Longwan_International_Airport,Large Airport,CN
LHW,ZLLL,,Wright Army Airfield,United States,Lanzhou (Yongdeng),45 feet,31.8891670000,-81.5623330000,/charts/KLHW.pdf,,,Large Airport,CN
XIY,ZLXY,,Xi'an Xianyang International Airport,China,Xi'an,"1,572 feet",34.4471015930,108.7519989014,/charts/ZLXY.pdf,,https://en.wikipedia.org/wiki/Xi'an_Xianyang_International_Airport,Large Airport,CN
XMN,ZSAM,,Xiamen Gaoqi International Airport,China,Xiamen,59 feet,24.5440006256,118.1279983521,/charts/ZSAM.pdf,,https://en.wikipedia.org/wiki/Xiamen_Gaoqi_International_Airport,Large Airport,CN
XNN,ZLXN,,Xining Caojiabu Airport,China,Haidong (Huzhu Tu Autonomous County),7119 feet,36.5275001526,102.0429992676,/charts/ZLXN.pdf,,https://en.wikipedia.org/wiki/Xining_Caojiabao_International_Airport,Large Airport,CN
JHG,ZPJH,,Xishuangbanna Gasa Airport,China,Jinghong (Gasa),"1,815 feet",21.9738998413,100.7600021362,/charts/ZPJH.pdf,,https://en.wikipedia.org/wiki/Xishuangbanna_Gasa_International_Airport,Large Airport,CN
YNZ,ZSYN,,Yancheng Airport,China,Yancheng (Tinghu),10 feet,33.4258330000,120.2030560000,/charts/ZSYN.pdf,,https://en.wikipedia.org/wiki/Yancheng_Nanyang_International_Airport,Large Airport,CN
RGN,VYYY,,Yangon International Airport,Myanmar (Burma),Yangon,109 feet,16.9073009491,96.1332015991,,https://www.yangonairport.aero,https://en.wikipedia.org/wiki/Yangon_International_Airport,Large Airport,MM
YNT,ZSYT,,Yantai Laishan International Airport,China,Yantai,59 feet,37.4016990662,121.3720016479,/charts/ZSYT.pdf,,https://en.wikipedia.org/wiki/Yantai_Penglai_International_Airport,Large Airport,CN
TNA,ZSJN,,Yaoqiang Airport,China,Jinan (Licheng),76 feet,36.8572006226,117.2160034180,/charts/ZSJN.pdf,,https://en.wikipedia.org/wiki/Jinan_Yaoqiang_International_Airport,Large Airport,CN
INC,ZLIC,,Yinchuan Airport,China,Yinchuan,3743 feet,38.4818992615,106.0090026855,/charts/ZLIC.pdf,,https://en.wikipedia.org/wiki/Yinchuan_Hedong_International_Airport,Large Airport,CN
YIW,ZSYW,,Yiwu Airport,China,Yiwu/Jinhua,262 feet,29.3446998596,120.0319976807,,,https://en.wikipedia.org/wiki/Yiwu_Airport,Large Airport,CN
YCU,ZBYC,,Yuncheng Guangong Airport,China,Yuncheng (Yanhu),1242 feet,35.1163910000,111.0313888890,,,https://en.wikipedia.org/wiki/Yuncheng_Zhangxiao_Airport,Large Airport,CN
ZHA,ZGZJ,,Zhanjiang Airport,China,Zhanjiang,,21.2143993378,110.3580017090,,,https://en.wikipedia.org/wiki/Zhanjiang_Airport,Large Airport,CN
CGO,ZHCC,,Zhengzhou Xinzheng International Airport,China,Zhengzhou,495 feet,34.5196990967,113.8410034180,/charts/ZHCC.pdf,,https://en.wikipedia.org/wiki/Zhengzhou_Xinzheng_International_Airport,Large Airport,CN
HSN,ZSZS,,Zhoushan Airport,China,Zhoushan,6 feet,29.9342002869,122.3619995120,,,https://en.wikipedia.org/wiki/Zhoushan_Putuoshan_Airport,Large Airport,CN
ZUH,ZGSD,,Zhuhai Airport,China,Zhuhai (Jinwan),23 feet,22.0063991547,113.3759994507,,,https://en.wikipedia.org/wiki/Zhuhai_Jinwan_Airport,Large Airport,CN
ZDM,,,,,Ramallah,2858 feet,,,,,,Heliport,PS
ZIZ,OPZM,,,,Zamzama Gas Field,128 feet,,,,,,Heliport,PK
HPR,,,,,Pretoria,4087 feet,,,,,,Heliport,ZA
SOI,YSML,,,,South Molle Island Resort,15 feet,,,,,,Heliport,AU
HAP,YHPB,,,,Long Island,13 feet,,,,,,Heliport,AU
JFM,YFTL,,,,Fremantle,10 feet,,,,,,Heliport,AU
DDI,YDDI,,,,Whitsundays,8 feet,,,,,,Heliport,AU
KAH,YBPK,,,,Melbourne,10 feet,,,,,,Heliport,AU
XZM,,,,,Sé,,,,,,,Heliport,MO
HHP,VHSS,,,,Central and Western,107 feet,,,,,,Heliport,HK
,,,(Bogus)Jezero Crater(Location is India not Planet Mars),ZZ,,8530 feet,,,,,,Heliport,ZZ
,,,108 Hospital North Tower Heliport,Vietnam,Hanoi (Hoan Kiem),,,,,,,Heliport,VN
,,,108 Hospital Northeast Heliport,Vietnam,Hanoi (Hoan Kiem),,,,,,,Heliport,VN
,,,108 Hospital South Tower Heliport,Vietnam,Hanoi (Hoan Kiem),,,,,,,Heliport,VN
,,,171 Autopista Bolívar HLS,Venezuela,,328 feet,,,,,,Heliport,VE
,XS38,XS38,3321 Westside Heliport,United States,Pasadena,36 feet,,,,,,Heliport,US
,XA63,XA63,AAF Heliport,United States,Lucas,615 feet,,,,,,Heliport,US
,,,ATE Helipad,South Africa,Johannesburg,,,,,,,Heliport,ZA
,YAIW,,Adelaide International Raceway Helicopter Landing Site,Australia,Waterloo Corner,43 feet,,,,,,Heliport,AU
,,,Aden International Stadium Heliport,Yemen,Zinjibar,32 feet,,,,,,Heliport,YE
,WI57,WI57,Advent Health Durand Heliport,United States,Durand,852 feet,,,,,,Heliport,US
,YAIN,,Agincourt North Helicopter Landing Site,Australia,Agincourt Reef,0 feet,,,,,,Heliport,AU
,YAIS,,Agincourt South Helicopter Landing Site,Australia,Agincourt Reef,,,,,,,Heliport,AU
,,,Agroindustrial Mandioca HLS,Venezuela,Mata Negra,197 feet,,,,,,Heliport,VE
,YXAL,,Albury Base Hospital Helipad,Australia,Albury,588 feet,,,,,,Heliport,AU
,,,Alcabala Yuruaní HLS,Venezuela,San Ignacio del Yuruaní,2788 feet,,,,,,Heliport,VE
,YAXA,,Alexandra Hospital Heliport,Australia,Alexandra,787 feet,,,,,,Heliport,AU
,YAFD,,Alfred Hospital Helipad,Australia,Melbourne,80 feet,,,,,,Heliport,AU
,WV24,WV24,Allegheny Mining Heliport,United States,Hartmansville,2650 feet,,,,,,Heliport,US
,WV36,WV36,Alloy Heliport,United States,Montgomery,650 feet,,,,,,Heliport,US
,YXBY,,Alonnah Medical HLS,Australia,Bruny Island,26 feet,,,,,,Heliport,AU
,,,Anaco Heliport,Venezuela,Anaco,722 feet,,,,,,Heliport,VE
,YAGP,,Angel Platform Oil Rig Helipad,Australia,,100 feet,,,,,,Heliport,AU
,WS89,WS89,Appleton Medical Center Heliport,United States,Appleton,769 feet,,,,,,Heliport,US
,,,Aragua Gas Pipeline HLS,Venezuela,Aragua de Barcelona,328 feet,,,,,,Heliport,VE
,YXGY,,Archery Park Helipad,Australia,Gympie,176 feet,,,,,,Heliport,AU
,WT55,WT55,Area 55 David C Smith Heliport,United States,Monse,866 feet,,,,,,Heliport,US
,YXAH,,Armidale - Lambert Park HLS,Australia,Armidale,3246 feet,,,,,,Heliport,AU
,WI94,WI94,Army Guard Heliport,United States,Madison,862 feet,,,,,,Heliport,US
,WI45,WI45,Aspirus Langlade Hospital Heliport,United States,Antigo,1500 feet,,,,,,Heliport,US
,WS65,WS65,Aspirus Wausau Hospital Heliport,United States,Wausau,1226 feet,,,,,,Heliport,US
,YXAT,,Atherton District Memorial Hospital Heliport,Australia,Atherton,2575 feet,,,,,,Heliport,AU
,YXAU,,Auburn Medical (Wyatt Park) Helicopter Landing Site,Australia,Auburn,36 feet,,,,,,Heliport,AU
,WN68,WN68,Aurora Medical Center Burlington Heliport,United States,Burlington,804 feet,,,,,,Heliport,US
,WI06,WI06,Aurora Medical Center Heliport,United States,Two Rivers,596 feet,,,,,,Heliport,US
,WI01,WI01,Aurora Medical Center Kenosha Heliport,United States,Kenosha,698 feet,,,,,,Heliport,US
,WS18,WS18,Aurora Medical Center Sheboygan County Heliport,United States,Sheboygan,749 feet,,,,,,Heliport,US
,YAOD,,Australian Age of Dinosaurs Helicopter Landing Site,Australia,Australian Age of Dinosaurs Museum,899 feet,,,,,,Heliport,AU
,,,BCV HLS,Venezuela,Caracas,3494 feet,,,,,,Heliport,VE
,,,BDV Tower Helistop,Venezuela,Caracas,3445 feet,,,,,,Heliport,VE
,SVOD,,BOD Tower Helipad,Venezuela,Valencia,1608 feet,,,,,,Heliport,VE
,,,Bach Mai Heliport,Vietnam,Hanoi (Thanh Xuan),,,,,,,Heliport,VN
,WN57,WN57,Bade Rotor and Wing Svc. Heliport,United States,Little Rock,160 feet,,,,,,Heliport,US
,,,Balhaf Lower Heliport,Yemen,Balhaf,16 feet,,,,,,Heliport,YE
,,,Balhaf Main Heliport,Yemen,Balhaf,80 feet,,,,,,Heliport,YE
,,,Balhaf North Heliport,Yemen,Balhaf,82 feet,,,,,,Heliport,YE
,,,Balhaf Upper Heliport,Yemen,Balhaf,112 feet,,,,,,Heliport,YE
,YXBA,,Ballina - Kingsford Smith Park Helipad,Australia,Ballina,17 feet,,,,,,Heliport,AU
,,,Baobab Camp Heliport,Zambia,Livingstone,3025 feet,,,,,,Heliport,ZM
,,,Barcelona Heliport,Venezuela,Barcelona,26 feet,,,,,,Heliport,VE
,YUTA,,Barracouta Platform Helipad,Australia,,100 feet,,,,,,Heliport,AU
,,,Base Carabobo HLS,Venezuela,,262 feet,,,,,,Heliport,VE
,,,Base Logística Aragua HLS,Venezuela,Maracay,1476 feet,,,,,,Heliport,VE
,,,Base Militar de Macarao HLS,Venezuela,Caracas,3468 feet,,,,,,Heliport,VE
,,,Base Naval Páez HLS,Venezuela,Puerto Páez,164 feet,,,,,,Heliport,VE
,,,Base Pérez Delgado HLS,Venezuela,Puerto de Nutrias,272 feet,,,,,,Heliport,VE
,,,Batallón Caribe 937 HLS,Venezuela,Santa Bárbara de Barinas,755 feet,,,,,,Heliport,VE
,YXBH,,Bathurst Hospital Helipad,Australia,Bathurst,2240 feet,,,,,,Heliport,AU
,XA18,XA18,Baylor All Saints Medical Center Heliport,United States,Fort Worth,689 feet,,,,,,Heliport,US
,XA79,XA79,Baylor Regional Medical Center At Plano Heliport,United States,Plano,688 feet,,,,,,Heliport,US
,XA11,XA11,Baylor Scott & White Medical Center - Lake Pointe Heliport,United States,Rowlett,476 feet,,,,,,Heliport,US
,XA61,XA61,Baylor University Medical Center Dallas Heliport,United States,Dallas,551 feet,,,,,,Heliport,US
,YXBS,,Beaudesert Hospital Helipad,Australia,Beaudesert,265 feet,,,,,,Heliport,AU
,WV04,WV04,Beckley ARH Hospital Heliport,United States,Beckley,2340 feet,,,,,,Heliport,US
,YXBV,,Bega Hospital Heliport,Australia,Bega,68 feet,,,,,,Heliport,AU
,,,Bei Dao (North Island) Heliport,XP,North Island,,,,,,,Heliport,XP
,,,Bella Vista HLS,Venezuela,Bella Vista,1312 feet,,,,,,Heliport,VE
,YXEG,,Bellingen Medical - Connell Park HLS,Australia,Bellingen,40 feet,,,,,,Heliport,AU
,WI38,WI38,Beloit Memorial Hospital Heliport,United States,Beloit,810 feet,,,,,,Heliport,US
,,,Benoni Heliport,South Africa,Benoni,5377 feet,,,,,,Heliport,ZA
,WV48,WV48,Berkeley Medical Center Heliport,United States,Martinsburg,548 feet,,,,,,Heliport,US
,WA19,WA19,Berkley Structures Heliport,United States,Redmond,50 feet,,,,,,Heliport,US
,YBMG,,Bermagui - Dickinson Oval HLS,Australia,Bermagui,10 feet,,,,,,Heliport,AU
,WS73,WS73,Big Foot Farms Heliport,United States,Walworth,1000 feet,,,,,,Heliport,US
,,,Big Four Heliport,Zimbabwe,Victoria Falls,2986 feet,,,,,,Heliport,ZW
,YXBI,,Biggenden Hospital Helipad,Australia,Biggenden,391 feet,,,,,,Heliport,AU
,YXGT,,Billy Dunne Oval HLS,Australia,Gulgong,1490 feet,,,,,,Heliport,AU
,YXIG,,Bingara Hospital Heliport,Australia,Bingara,1020 feet,,,,,,Heliport,AU
,WT34,WT34,Blaine Sectors Headquarters Heliport,United States,Blaine,43 feet,,,,,,Heliport,US
,YXAY,,Blayney Medical Helicopter Landing Site,Australia,Blayney,2887 feet,,,,,,Heliport,AU
,WI15,WI15,Bloomer Memorial Medical Center Heliport,United States,Bloomer,1055 feet,,,,,,Heliport,US
,,,Bloque Dearmas HLS,Venezuela,Caracas,2953 feet,,,,,,Heliport,VE
,YXBM,,Blue Mountains Hospital Helipad,Australia,Katoomba,3333 feet,,,,,,Heliport,AU
,WV34,WV34,Bluefield Regional Medical Center Heliport,United States,Bluefield,2500 feet,,,,,,Heliport,US
,WV69,WV69,Bluefield Regional Medical Center Heliport,United States,Bluefield,2555 feet,,,,,,Heliport,US
,VT32,VT32,Bobby Heliport,United States,Brookline,420 feet,,,,,,Heliport,US
,WA86,WA86,Boeing - Auburn Complex Heliport,United States,Auburn,85 feet,,,,,,Heliport,US
,YXOM,,Bombala Medical Helicopter Landing Site,Australia,Bombala,2350 feet,,,,,,Heliport,AU
,,,Bomberos de Barlovento HLS,Venezuela,San José de Barlovento,16 feet,,,,,,Heliport,VE
,,,Bomberos de El Cafetal HLS,Venezuela,Caracas,2985 feet,,,,,,Heliport,VE
,,,Bomberos de Higuerote HLS,Venezuela,Higuerote,10 feet,,,,,,Heliport,VE
,,,Bomberos de Valencia HLS,Venezuela,Valencia,1443 feet,,,,,,Heliport,VE
,VG68,VG68,Bon Secours St Francis Medical Center Heliport,United States,Midlothian,270 feet,,,,,,Heliport,US
,YXBW,,Bowen Hospital Helipad,Australia,Bowen,84 feet,,,,,,Heliport,AU
,YXOW,,Bowral - Loseby Park Helicopter Landing Site,Australia,Bowral,2263 feet,,,,,,Heliport,AU
,YXVL,,Bowraville Oval Helicopter Landing Site,Australia,Bowraville,46 feet,,,,,,Heliport,AU
,VT08,VT08,Bradford Armory Heliport,United States,Bradford,465 feet,,,,,,Heliport,US
,,,Brigada de Marina HLS,Venezuela,Puerto Ayacucho,230 feet,,,,,,Heliport,VE
,WI68,WI68,Brinsmere Heliport,United States,Juneau,890 feet,,,,,,Heliport,US
,YBWS,,Browse Island Heliport,Australia,,10 feet,,,,,,Heliport,AU
,YBYO,,Brymaroo Airfield,Australia,Brymaroo,,,,,,,Heliport,AU
,,,Buena Vista del Meta HLS,Venezuela,Buena Vista del Meta,230 feet,,,,,,Heliport,VE
,WT78,WT78,Building Care EMS Helistop,United States,Seattle,230 feet,,,,,,Heliport,US
,YXBU,,Bulwer Heliport,Australia,Bulwer,29 feet,,,,,,Heliport,AU
,YXBD,,Bundaberg Base Hospital Helipad,Australia,Bundaberg,60 feet,,,,,,Heliport,AU
,YBUU,,Bungle Heliport,Australia,Bungle Bungle,,,,,,,Heliport,AU
,WI59,WI59,Burnett General Hospital Heliport,United States,Grantsburg,950 feet,,,,,,Heliport,US
,,,Bãi Vũng Mây 1 (Orleana Shoal) Helipad,Vietnam,Trường Sa (Trường Sa),,,,,,,Heliport,VN
,,,Bãi Vũng Mây 2 (Kingston Shoal) Helipad,Vietnam,Trường Sa (Trường Sa),,,,,,,Heliport,VN
,,,Bãi Vũng Mây 3 (Bombay Castle Shoal) Helipad,Vietnam,Trường Sa (Trường Sa),,,,,,,Heliport,VN
,,,CAVIM HLS,Venezuela,Maracay,1443 feet,,,,,,Heliport,VE
,XA14,XA14,CHI Saint Luke’s Health Memorial Lufkin Ground Heliport,United States,Lufkin,320 feet,,,,,,Heliport,US
,,,CICPC Calabozo HLS,Venezuela,Calabozo,328 feet,,,,,,Heliport,VE
,,,CICPC Ciudad Bolívar HLS,Venezuela,Ciudad Bolívar,394 feet,,,,,,Heliport,VE
,,,CICPC Maracay HLS,Venezuela,Maracay,1476 feet,,,,,,Heliport,VE
,,,CICPC San Cristóbal HLS,Venezuela,San Cristóbal,2395 feet,,,,,,Heliport,VE
,,,CICPC Valencia HLS,Venezuela,Valencia,1460 feet,,,,,,Heliport,VE
,,,CONAS San Cristóbal HLS,Venezuela,San Cristóbal,3576 feet,,,,,,Heliport,VE
,,,CVG Aponwao HLS,Venezuela,,4429 feet,,,,,,Heliport,VE
,WV27,WV27,Cabell Huntington Hospital Heliport,United States,Huntington,591 feet,,,,,,Heliport,US
,YXLT,,Caboolture Hospital Helipad,Australia,Caboolture,42 feet,,,,,,Heliport,AU
,,,Cachamay HLS,Venezuela,Ciudad Guayana,65 feet,,,,,,Heliport,VE
,,,Caicara Heliport,Venezuela,Caicara del Orinoco,131 feet,,,,,,Heliport,VE
,YCBH,,Cairns Base Hospital Heliport.,Australia,Cairns,10 feet,,,,,,Heliport,AU
,YXCY,,Calvary - Bruce Oval Helipad,Australia,Canberra,2031 feet,,,,,,Heliport,AU
,WV56,WV56,Camc-Memorial Heliport,United States,Charleston,691 feet,,,,,,Heliport,US
,,,Camp Villaggio Italia Heliport,Kosovo,Peja,2021 feet,,,,,,Heliport,XK
,,,Campamento Proforca HLS,Venezuela,Chaguaramas,230 feet,,,,,,Heliport,VE
,WY21,WY21,Campbell County Memorial Hospital Heliport,United States,Gillette,4875 feet,,,,,,Heliport,US
,YXCP,,Campbelltown Hospital Heliport,Australia,Campbelltown,272 feet,,,,,,Heliport,AU
,,,Campo Oficina HLS,Venezuela,El Tigre,951 feet,,,,,,Heliport,VE
,YXCB,,Canberra Hospital Helipad,Australia,Canberra,1953 feet,,,,,,Heliport,AU
,YXAO,,Canowindra Hospital Helipad,Australia,Canowindra,1069 feet,,,,,,Heliport,AU
,FADW,,Cape Town Waterfront Heliport,South Africa,Cape Town,,,,,,,Heliport,ZA
,WN58,WN58,Capitol Medical Center Heliport,United States,Olympia,200 feet,,,,,,Heliport,US
,,,Cardiológico Infantil HLS,Venezuela,Caracas,3012 feet,,,,,,Heliport,VE
,VG46,VG46,Carilion Franklin Memorial Hospital Heliport,United States,Rocky Mount,1153 feet,,,,,,Heliport,US
,VG47,VG47,Carilion Patient Transportation Services Heliport,United States,Roanoke,946 feet,,,,,,Heliport,US
,VG62,VG62,Carilion Roanoke Memorial Hospital Heliport,United States,Roanoke,1112 feet,,,,,,Heliport,US
,YXCA,,Carnungra-Moriarity Park HLS,Australia,Canungra,312 feet,,,,,,Heliport,AU
,VG11,VG11,Carrsville Volunteer Fire Department Heliport,United States,Franklin,25 feet,,,,,,Heliport,US
