Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL
Royal Netherlands Air and Space Force,-,NAF,PH,89,0,,https://images.planefinder.net/api/logo/NAF/w/256,http://en.wikipedia.org/wiki/Royal_Netherlands_Air_Force
Royal New Zealand Air Force,-,KIW,ZK,47,0,KIWI,https://images.planefinder.net/api/logo/KIW/w/256,http://en.wikipedia.org/wiki/Royal_New_Zealand_Air_Force
Royal Norwegian Air Force,-,NOW,N,40,0,NORWEGIAN,https://images.planefinder.net/api/logo/NOW/w/256,https://en.wikipedia.org/wiki/Royal_Norwegian_Air_Force
Royal Saudi Air Force,-,RSF,HZ,138,0,,https://images.planefinder.net/api/logo/RSF/w/256,http://en.wikipedia.org/wiki/Royal_Saudi_Air_Force
Royal Wings,RY,RYW,JY,0,36,ROYAL WINGS,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Royal_Wings
Ruili Airlines,DR,RLH,B,28,63,SENDI,https://images.planefinder.net/api/logo/RLH/w/256,https://en.wikipedia.org/wiki/Ruili_Airlines
RusLine,7R,RLU,RA,8,23,RUSLINE,https://images.planefinder.net/api/logo/RLU/w/256,http://en.wikipedia.org/wiki/RusLine
Russian Air Force,-,RFF,RA,188,0,,https://images.planefinder.net/api/logo/RFF/w/256,http://en.wikipedia.org/wiki/Russian_Air_Force
RUTACA Airlines,5R,RUC,YV,5,17,RUTACA,https://images.planefinder.net/api/logo/RUC/w/256,http://en.wikipedia.org/wiki/RUTACA_Airlines
RwandAir,WB,RWD,9XR,13,22,RWANDAIR,https://images.planefinder.net/api/logo/RWD/w/256,http://en.wikipedia.org/wiki/Rwandair_Express
Ryan Air Services,7S,RYA,N,11,75,RYAN,https://images.planefinder.net/api/logo/RYA/w/256,https://en.wikipedia.org/wiki/Ryan_Air_Services
Ryanair,FR,RYR,EI,344,223,RYANAIR,https://images.planefinder.net/api/logo/RYR/w/256,http://en.wikipedia.org/wiki/Ryanair
Ryanair UK,RK,RUK,G,15,79,BLUEMAX,https://images.planefinder.net/api/logo/RUK/w/256,https://en.wikipedia.org/wiki/Ryanair_UK
Ryukyu Air Commuter,-,RAC,JA,5,0,RYUKYU,https://images.planefinder.net/api/logo/RAC/w/256,https://en.wikipedia.org/wiki/Ryukyu_Air_Commuter
S7 Airlines,S7,SBI,RA,105,84,SIBERIAN AIRLINES,https://images.planefinder.net/api/logo/SBI/w/256,http://en.wikipedia.org/wiki/S7_Airlines
Saab,-,SCT,SE,7,0,SAAB CRAFT,https://images.planefinder.net/api/logo/SCT/w/256,http://en.wikipedia.org/wiki/Saab_AB
SAEREO,MZ,SRO,HC,0,4,SAEREO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/SAEREO
Safair,FA,SFR,ZS,40,15,SAFAIR,https://images.planefinder.net/api/logo/SFR/w/256,http://en.wikipedia.org/wiki/Safair
Safari Link,F2,XLK,5Y,0,21,SAFARILINK,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Safarilink_Aviation
Safe Air Company,K3,SAQ,5Y,1,14,,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,
SalamAir,OV,OMS,A40,15,49,MAZOON,https://images.planefinder.net/api/logo/OMS/w/256,https://en.wikipedia.org/wiki/SalamAir
Samoa Airways,OL,PAO,5W,0,5,POLYNESIAN,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Samoa_Airways
SANSA Airlines,RZ,LRS,TI,13,14,SANSA,https://images.planefinder.net/api/logo/LRS/w/256,http://en.wikipedia.org/wiki/Sansa_Airlines
SAS,SK,SAS,IN/OY/ES,74,191,SCANDINAVIAN,https://images.planefinder.net/api/logo/SAS/w/256,http://en.wikipedia.org/wiki/SAS_Scandinavian_Airlines
SAS Connect,SL,SZS,EI,33,55,SPINNAKER,https://images.planefinder.net/api/logo/SZS/w/256,https://en.wikipedia.org/wiki/Scandinavian_Airlines_Ireland
SAS Link,SK,SVS,IN/OY/ES,16,191,DISCOVER,https://images.planefinder.net/api/logo/SVS/w/256,https://en.wikipedia.org/wiki/SAS_Link
SATA Air Açores,SP,SAT,CS,7,9,SATA,https://images.planefinder.net/api/logo/SAT/w/256,http://en.wikipedia.org/wiki/SATA_Air_A%C3%A7ores
SATENA,9R,NSE,HK,15,46,SATENA,https://images.planefinder.net/api/logo/NSE/w/256,http://en.wikipedia.org/wiki/SATENA
Saudia,SV,SVA,HZ,167,102,SAUDIA,https://images.planefinder.net/api/logo/SVA/w/256,https://en.wikipedia.org/wiki/Saudia
SCAT Airlines,DV,VSV,LY,32,42,VLASTA,https://images.planefinder.net/api/logo/VSV/w/256,http://en.wikipedia.org/wiki/SCAT_Airlines
Scoot,TR,TGW,9V,58,85,SCOOTER,https://images.planefinder.net/api/logo/TGW/w/256,http://en.wikipedia.org/wiki/Scoot
Seaborne Airlines,BB,SBS,,2,2,SEABORNE,https://images.planefinder.net/api/logo/SBS/w/256,http://en.wikipedia.org/wiki/Seaborne_Airlines
Sécurité Civile,-,FRU,F,61,0,DRAGON,https://images.planefinder.net/api/logo/FRU/w/256,https://en.wikipedia.org/wiki/S%C3%A9curit%C3%A9_Civile
Sepehran Airlines,IS,SHI,EP,10,0,SHIRAZ,https://images.planefinder.net/api/logo/SHI/w/256,https://en.wikipedia.org/wiki/Sepehran_Airlines
SereneAir,ER,SEP,AP,4,0,SERENE,https://images.planefinder.net/api/logo/SEP/w/256,https://en.wikipedia.org/wiki/SereneAir
Servicios Aéreos Profesionales,5S,PSV,,1,0,PROSERVICIOS,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Servicios_A%C3%A9reos_Profesionales
Sevenair,WV,RVP,,4,3,SEVAIR,https://images.planefinder.net/api/logo/RVP/w/256,https://en.wikipedia.org/wiki/Sevenair_Air_Services
Severstal Air Company,D2,SSF,RA,8,19,SEVERSTAL,https://images.planefinder.net/api/logo/SSF/w/256,http://en.wikipedia.org/wiki/Severstal_Air_Company
SF Airlines,O3,CSS,B,89,66,SHUN FENG,https://images.planefinder.net/api/logo/CSS/w/256,http://en.wikipedia.org/wiki/SF_Airlines
Shandong Airlines,SC,CDG,B,141,74,SHANDONG,https://images.planefinder.net/api/logo/CDG/w/256,http://en.wikipedia.org/wiki/Shandong_Airlines
Shanghai Airlines,FM,CSH,B,91,80,SHANGHAI AIR,https://images.planefinder.net/api/logo/CSH/w/256,http://en.wikipedia.org/wiki/Shanghai_Airlines
Shenzhen Airlines,ZH,CSZ,B,207,84,SHENZHEN AIR,https://images.planefinder.net/api/logo/CSZ/w/256,http://en.wikipedia.org/wiki/Shenzhen_Airlines
Shirak Avia,5G,SHS,EK,3,10,SHIRAK,https://images.planefinder.net/api/logo/SHS/w/256,https://en.wikipedia.org/wiki/Shirak_Avia
Shree Airlines,N9,SHA,9N,9,9,SHREEAIR,https://images.planefinder.net/api/logo/SHA/w/256,https://en.wikipedia.org/wiki/Shree_Airlines
Sichuan Airlines,3U,CSC,B,212,146,SICHUAN,https://images.planefinder.net/api/logo/CSC/w/256,http://en.wikipedia.org/wiki/Sichuan_Airlines
Sierra Pacific Airlines,SI,SPA,N,3,0,SIERRA PACIFIC,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Sierra_Pacific_Airlines
Silk Way Airlines,ZP,AZQ,4K,5,10,SILK LINE,https://images.planefinder.net/api/logo/AZQ/w/256,http://en.wikipedia.org/wiki/Silk_Way_Airlines
Silk Way West Airlines,7L,AZG,4K,14,30,SILK WEST,https://images.planefinder.net/api/logo/AZG/w/256,http://en.wikipedia.org/wiki/Silk_Way_Airlines
SilkAir,MI,SLK,9V,0,0,SILKAIR,https://images.planefinder.net/api/logo/SLK/w/256,http://en.wikipedia.org/wiki/SilkAir
Silkavia,-,USA,UK,5,0,,https://images.planefinder.net/api/logo/USA/w/256,https://www.silk-avia.com/en/
Silver Air,-,SLD,OK,1,0,SILVERLINE,https://images.planefinder.net/api/logo/SLD/w/256,https://en.wikipedia.org/wiki/Silver_Air_(Czech_Republic)
Silver Airways,3M,SIL,N,0,0,SILVER WINGS,https://images.planefinder.net/api/logo/SIL/w/256,http://en.wikipedia.org/wiki/Silver_Airways
Singapore Airlines,SQ,SIA,9V,164,230,SINGAPORE,https://images.planefinder.net/api/logo/SIA/w/256,http://en.wikipedia.org/wiki/Singapore_Airlines
Singapore Airlines Cargo,SQ,SQC,9V,0,230,SINGCARGO,https://images.planefinder.net/api/logo/SQC/w/256,http://en.wikipedia.org/wiki/Singapore_Airlines_Cargo
Skol Airlines,-,CDV,RA,30,0,SKOL,https://images.planefinder.net/api/logo/CDV/w/256,http://en.wikipedia.org/wiki/Skol_Airlines
Sky Airline,H2,SKU,CC,36,44,AEROSKY,https://images.planefinder.net/api/logo/SKU/w/256,http://en.wikipedia.org/wiki/Sky_Airline
Sky Alps,BQ,SWU,HB,9,63,SKYALPS,https://images.planefinder.net/api/logo/SWU/w/256,https://en.wikipedia.org/wiki/Sky_Alps
Sky Angkor Airlines,ZA,SWM,XU,5,8,SKY ANGKOR,https://images.planefinder.net/api/logo/SWM/w/256,http://en.wikipedia.org/wiki/Sky_Angkor_Airlines
Sky Express,GQ,SEH,SX,29,62,AIR CRETE,https://images.planefinder.net/api/logo/SEH/w/256,https://en.wikipedia.org/wiki/Sky_Express_(Greece)
Sky Gates Airlines,U3,SAY,RA,2,0,SKY PATH,https://images.planefinder.net/api/logo/SAY/w/256,https://en.wikipedia.org/wiki/Sky_Gates_Airlines
Sky High Aviation Services,-,SHH,,3,0,SKYHIGH,https://images.planefinder.net/api/logo/SHH/w/256,https://en.wikipedia.org/wiki/Sky_High_Aviation_Services
Sky Lease Cargo,GG,KYE,N,0,0,SKY CUBE,https://images.planefinder.net/api/logo/KYE/w/256,https://en.wikipedia.org/wiki/Sky_Lease_Cargo
Sky Mali,-,FML,,0,0,,https://images.planefinder.net/api/logo/FML/w/256,https://en.wikipedia.org/wiki/Sky_Mali
Sky Prime Aviation,UY,SPD,HZ,4,7,SKYPRIME,https://images.planefinder.net/api/logo/SPD/w/256,https://en.wikipedia.org/wiki/Sky_Prime_Aviation
Sky Regional Airlines,KV,SKV,C,0,32,MAPLE,https://images.planefinder.net/api/logo/SKV/w/256,http://en.wikipedia.org/wiki/Sky_Regional_Airlines
SkyJet Airlines,M8,MSJ,RP,3,0,MAGNUM AIR,https://images.planefinder.net/api/logo/MSJ/w/256,https://en.wikipedia.org/wiki/SkyJet_Airlines
Skylink Express,-,SLQ,C,13,0,SKYLINK,https://images.planefinder.net/api/logo/SLQ/w/256,http://en.wikipedia.org/wiki/SkyLink_Express
Skymark Airlines,BC,SKY,JA,30,12,SKYMARK,https://images.planefinder.net/api/logo/SKY/w/256,http://en.wikipedia.org/wiki/Skymark_Airlines
SkyTaxi,TE,IGA,SP,4,0,IGUANA,https://images.planefinder.net/api/logo/IGA/w/256,https://en.wikipedia.org/wiki/SkyTaxi_(airline)
Skytrans,QN,SKP,VH,0,20,SKYTRANS,https://images.planefinder.net/api/logo/SKP/w/256,http://en.wikipedia.org/wiki/Skytrans
SkyUp,PQ,SQP,UR,5,0,SKYUP,https://images.planefinder.net/api/logo/SQP/w/256,https://en.wikipedia.org/wiki/SkyUp
SkyUp Europe,U5,SEU,9H,2,15,SKY MALTA,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://www.planespotters.net/airline/SkyUp-Europe
Skyward Express,OW,SEW,5Y,0,8,SKYWARD EXPRESS,https://images.planefinder.net/api/logo/SEW/w/256,
SkyWest Airlines,OO,SKW,N,14,0,SKYWEST,https://images.planefinder.net/api/logo/SKW/w/256,http://en.wikipedia.org/wiki/SkyWest_Airlines
Slovak Air Force,-,SQF,OM,17,0,,https://images.planefinder.net/api/logo/SQF/w/256,https://en.wikipedia.org/wiki/Slovak_Air_Force
Smart Aviation Company,-,SME,SU,3,0,,https://images.planefinder.net/api/logo/SME/w/256,http://en.wikipedia.org/wiki/Smart_Aviation_Company
Smartavia,5N,AUL,RA,13,19,ARCHANGELSK AIR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Nordavia
SmartLynx,6Y,ART,YL,0,0,SMART LYNX,https://images.planefinder.net/api/logo/ART/w/256,http://en.wikipedia.org/wiki/SmartLynx_Airlines
SmartLynx Estonia,-,MYX,ES,0,0,TALLINN CAT,https://images.planefinder.net/api/logo/MYX/w/256,https://en.wikipedia.org/wiki/SmartLynx_Airlines_Estonia
SmartLynx Malta,2N,LYX,9H,0,0,MALTA CAT,https://images.planefinder.net/api/logo/LYX/w/256,https://www.airfleets.net/flottecie/Smartlynx%20Airlines%20Malta.htm
Smartwings,QS,TVS,OK,46,215,SKYTRAVEL,https://images.planefinder.net/api/logo/TVS/w/256,http://en.wikipedia.org/wiki/SmartWings
Smartwings Hungary,7O,TVL,HA,1,15,TRAVELLER,https://images.planefinder.net/api/logo/TVL/w/256,http://en.wikipedia.org/wiki/Travel_Service_(Hungary)
Smartwings Poland,3Z,TVP,SP,0,46,JET TRAVEL,https://images.planefinder.net/api/logo/TVP/w/256,http://en.wikipedia.org/wiki/Travel_Service_Polska
Smartwings Slovakia,6D,TVQ,OM,1,31,SLOVAKTRAVEL,https://images.planefinder.net/api/logo/TVQ/w/256,http://en.wikipedia.org/wiki/Travel_Service_(Slovakia)
Solar Cargo,4S,OLC,YV,0,6,,https://images.planefinder.net/api/logo/OLC/w/256,http://solarcargo.com/
Solaseed Air,6J,SNJ,JA,14,11,NEWSKY,https://images.planefinder.net/api/logo/SNJ/w/256,http://en.wikipedia.org/wiki/Solaseed_Air
Solomon Airlines,IE,SOL,H4,5,29,SOLOMON,https://images.planefinder.net/api/logo/SOL/w/256,http://en.wikipedia.org/wiki/Solomon_Airlines
Somon Air,SZ,SMR,EY,8,23,SOMON AIR,https://images.planefinder.net/api/logo/SMR/w/256,http://en.wikipedia.org/wiki/Somon_Air
Sonair,-,SOR,D2,4,0,SONAIR,https://images.planefinder.net/api/logo/SOR/w/256,http://en.wikipedia.org/wiki/Sonair
Sounds Air,S8,SDA,ZK,9,5,SOUNDSAIR,https://images.planefinder.net/api/logo/SDA/w/256,https://en.wikipedia.org/wiki/Sounds_Air
South African Airways,SA,SAA,ZS,18,18,SPRINGBOK,https://images.planefinder.net/api/logo/SAA/w/256,http://en.wikipedia.org/wiki/South_African_Airways
Southern Air Charter,PL,SOA,C6,3,0,SOUTH AIRCHARTER,https://images.planefinder.net/api/logo/SOA/w/256,http://en.wikipedia.org/wiki/Southern_Air_Charter
Southern Airways Express,9X,FDY,N,16,25,FRIENDLY,https://images.planefinder.net/api/logo/FDY/w/256,http://en.wikipedia.org/wiki/Sun_Air_Express
Southwest Airlines,WN,SWA,N,835,122,SOUTHWEST,https://images.planefinder.net/api/logo/SWA/w/256,http://en.wikipedia.org/wiki/Southwest_Airlines
Southwind Airlines,2S,STW,TC,13,55,MOON STAR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Southwind_Airlines
Spanish Air Force,-,AME,EC,95,0,,https://images.planefinder.net/api/logo/AME/w/256,http://en.wikipedia.org/wiki/Spanish_Air_Force
SpiceJet,SG,SEJ,VT,45,33,SPICEJET,https://images.planefinder.net/api/logo/SEJ/w/256,http://en.wikipedia.org/wiki/SpiceJet
Spirit Airlines,NK,NKS,N,0,64,SPIRIT WINGS,https://images.planefinder.net/api/logo/NKS/w/256,http://en.wikipedia.org/wiki/Spirit_Airlines
Spring Airlines,9C,CQH,B,133,115,AIR SPRING,https://images.planefinder.net/api/logo/CQH/w/256,http://en.wikipedia.org/wiki/Spring_Airlines
Spring Airlines Japan,IJ,SJO,JA,9,13,JEY SPRING,https://images.planefinder.net/api/logo/SJO/w/256,http://en.wikipedia.org/wiki/Spring_Airlines
SprintAir,P8,SRN,SP,18,0,SPRINTAIR,https://images.planefinder.net/api/logo/SRN/w/256,https://en.wikipedia.org/wiki/SprintAir
SriLankan Airlines,UL,ALK,4R,23,33,SRILANKAN,https://images.planefinder.net/api/logo/ALK/w/256,http://en.wikipedia.org/wiki/SriLankan_Airlines
Sriwijaya Air,SJ,SJY,PK,9,26,SRIWIJAYA,https://images.planefinder.net/api/logo/SJY/w/256,http://en.wikipedia.org/wiki/Sriwijaya_Air
St Barth Commuter,PV,SBU,,7,4,BLACK FIN,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/St_Barth_Commuter
Star Air,-,BRH,ZS,5,0,BRIGHTSTAR,https://images.planefinder.net/api/logo/BRH/w/256,https://en.wikipedia.org/wiki/Star_Air_(South_Africa)
Star Air,S5,SDG,VT,12,29,HISTAR,https://images.planefinder.net/api/logo/SDG/w/256,https://en.wikipedia.org/wiki/Star_Air_(India)
Star East Airlines,4R,SEK,YR,0,21,EAST RIDER,https://images.planefinder.net/api/logo/SEK/w/256,https://www.planespotters.net/airline/Star-East-Airlines
Star Perú,2I,SRU,OB,8,7,STAR UP,https://images.planefinder.net/api/logo/SRU/w/256,http://en.wikipedia.org/wiki/Star_Per%C3%BA
StarFlyer,7G,SFJ,JA,11,7,STARFLYER,https://images.planefinder.net/api/logo/SFJ/w/256,http://en.wikipedia.org/wiki/StarFlyer
Starlux Airlines,JX,SJX,B,33,36,STARWALKER,https://images.planefinder.net/api/logo/SJX/w/256,https://en.wikipedia.org/wiki/Starlux_Airlines
STP Airways,8F,STP,,0,3,SAOTOME AIRWAYS,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/STP_Airways
Sudan Airways,SD,SUD,ST,3,0,SUDANAIR,https://images.planefinder.net/api/logo/SUD/w/256,http://en.wikipedia.org/wiki/Sudan_Airways
Summit Air,-,SUT,C,26,0,SUMMIT,https://images.planefinder.net/api/logo/SUT/w/256,https://en.wikipedia.org/wiki/Summit_Air
Sun Air,S6,SNR,ST,0,18,SUN GROUP,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Sun_Air_(Sudan)
Sun Air of Scandinavia,EZ,SUS,OY,18,0,SUNSCAN,https://images.planefinder.net/api/logo/SUS/w/256,http://en.wikipedia.org/wiki/Sun_Air_of_Scandinavia
Sun Country Airlines,SY,SCX,N,52,138,SUN COUNTRY,https://images.planefinder.net/api/logo/SCX/w/256,http://en.wikipedia.org/wiki/Sun_Country_Airlines
Sunclass Airlines,DK,VKG,OY,13,56,VIKING,https://images.planefinder.net/api/logo/VKG/w/256,https://en.wikipedia.org/wiki/Sunclass_Airlines
Sundair,SR,SDR,D,7,24,SUNDAIR,https://images.planefinder.net/api/logo/SDR/w/256,https://en.wikipedia.org/wiki/Sundair
SunExpress,XQ,SXS,TC,85,107,SUNEXPRESS,https://images.planefinder.net/api/logo/SXS/w/256,http://en.wikipedia.org/wiki/Sunexpress
Sunrise Airways,S6,KSZ,,8,18,SUNRISE,https://images.planefinder.net/api/logo/KSZ/w/256,https://en.wikipedia.org/wiki/Sunrise_Airways
Sunwest Aviation,-,CNK,C,25,0,CHINOOK,https://images.planefinder.net/api/logo/CNK/w/256,https://en.wikipedia.org/wiki/Sunwest_Aviation
Sunwing Airlines,WG,SWG,C,0,0,SUNWING,https://images.planefinder.net/api/logo/SWG/w/256,http://en.wikipedia.org/wiki/Sunwing_Airlines
Suparna Airlines,Y8,YZR,B,18,46,YANGTZE RIVER,https://images.planefinder.net/api/logo/YZR/w/256,http://en.wikipedia.org/wiki/Yangtze_River_Express
Super Air Jet,IU,SJV,PK,59,40,PROSPER,https://images.planefinder.net/api/logo/SJV/w/256,https://en.wikipedia.org/wiki/Super_Air_Jet
Supernova Airlines,P7,NPG,UR,2,0,NOVA,https://images.planefinder.net/api/logo/NPG/w/256,https://supernova.aero/
Surinam Airways,PY,SLM,PZ,2,8,SURINAM,https://images.planefinder.net/api/logo/SLM/w/256,http://en.wikipedia.org/wiki/Surinam_Airways
Susi Air,SI,SQS,PK,13,0,SKYQUEEN,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Susi_Air
Swedish Air Ambulance,-,SWV,SE,10,0,,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,
Swedish Air Force,-,SVF,SE,43,0,,https://images.planefinder.net/api/logo/SVF/w/256,https://en.wikipedia.org/wiki/Swedish_Air_Force
Swiftair,WT,SWT,EC,43,18,SWIFT,https://images.planefinder.net/api/logo/SWT/w/256,http://en.wikipedia.org/wiki/Swiftair
Swiss,LX,SWR,HB,92,181,SWISS,https://images.planefinder.net/api/logo/SWR/w/256,http://en.wikipedia.org/wiki/Swiss_International_Air_Lines
Swiss Air Force,-,SUI,HB,137,0,,https://images.planefinder.net/api/logo/SUI/w/256,https://en.wikipedia.org/wiki/Swiss_Air_Force
Swoop,WO,WSW,C,0,0,SWOOP,https://images.planefinder.net/api/logo/WSW/w/256,https://en.wikipedia.org/wiki/Swoop_(airline)
Sylt Air,7E,AWU,D,2,2,SYLT AIR,https://images.planefinder.net/api/logo/AWU/w/256,http://en.wikipedia.org/wiki/Sylt_Air
Syrian Air,RB,SYR,YK,1,0,SYRIANAIR,https://images.planefinder.net/api/logo/SYR/w/256,http://en.wikipedia.org/wiki/Syrian_Air
T'way Air,TW,TWB,ZS,0,41,TEEWAY,https://images.planefinder.net/api/logo/TWB/w/256,https://en.wikipedia.org/wiki/T%27way_Air
TAAG Angola Airlines,DT,DTA,D2,31,29,ANGOLA,https://images.planefinder.net/api/logo/DTA/w/256,http://en.wikipedia.org/wiki/TAAG_Angola_Airlines
Taban Air,HH,TBM,EP,0,29,TABAN AIR,https://images.planefinder.net/api/logo/TBM/w/256,https://en.wikipedia.org/wiki/Taban_Air
Tailwind Airlines,TI,TWI,TC,4,5,TAILWIND,https://images.planefinder.net/api/logo/TWI/w/256,http://en.wikipedia.org/wiki/Tailwind_Airlines
Tajik Air,7J,TJK,EY,3,0,TAJIKAIR,https://images.planefinder.net/api/logo/TJK/w/256,http://en.wikipedia.org/wiki/Tajik_Air
TAP Express,NI,PGA,CS,0,0,PORTUGALIA,https://images.planefinder.net/api/logo/PGA/w/256,http://en.wikipedia.org/wiki/Portug%C3%A1lia
TAP Portugal,TP,TAP,CS,84,93,AIR PORTUGAL,https://images.planefinder.net/api/logo/TAP/w/256,http://en.wikipedia.org/wiki/TAP_Portugal
Taquan Air,K3,TQN,N,9,14,TAQUAN,https://images.planefinder.net/api/logo/TQN/w/256,http://en.wikipedia.org/wiki/Taquan_Air
TAR Aerolíneas,YQ,LCT,XA,9,0,TAR,https://images.planefinder.net/api/logo/LCT/w/256,http://es.wikipedia.org/wiki/Transportes_A%C3%A9reos_Regionales
Tarco Aviation,3T,TRQ,ST,12,13,AIRTARCO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Tarco_Airlines
TAROM Romanian Air Transport,RO,ROT,YR,13,27,TAROM,https://images.planefinder.net/api/logo/ROT/w/256,http://en.wikipedia.org/wiki/TAROM
Tasman Cargo Airlines,HJ,TMN,VH,3,2,TASMAN,https://images.planefinder.net/api/logo/TMN/w/256,http://en.wikipedia.org/wiki/Tasman_Cargo_Airlines
Tassili Airlines,SF,DTH,7T,1,18,TASSILI AIR,https://images.planefinder.net/api/logo/DTH/w/256,http://en.wikipedia.org/wiki/Tassili_Airlines
TCA,-,TZS,4L,0,0,TOKA,https://images.planefinder.net/api/logo/TZS/w/256,http://www.tca.ge/
Terra Avia,T8,TVR,ER,7,0,TERRA AVIA,https://images.planefinder.net/api/logo/TVR/w/256,https://en.wikipedia.org/wiki/Terra_Avia
Texel Air NZ,-,TNZ,ZK,0,0,,https://images.planefinder.net/api/logo/TNZ/w/256,https://en.wikipedia.org/wiki/Texel_Air_New_Zealand
Tez Jet Airlines,-,TEZ,EX,4,0,,https://images.planefinder.net/api/logo/TEZ/w/256,
Thai AirAsia,FD,AIQ,HS,62,71,THAI ASIA,https://images.planefinder.net/api/logo/AIQ/w/256,http://en.wikipedia.org/wiki/Thai_AirAsia
Thai AirAsia X,XJ,TAX,HS,11,10,EXPRESS WING,https://images.planefinder.net/api/logo/TAX/w/256,http://en.wikipedia.org/wiki/Thai_AirAsia_X
Thai Airways International,TG,THA,HS,100,66,THAI,https://images.planefinder.net/api/logo/THA/w/256,http://en.wikipedia.org/wiki/Thai_Airways_International
Thai Lion Air,SL,TLM,HS,36,55,MENTARI,https://images.planefinder.net/api/logo/TLM/w/256,http://en.wikipedia.org/wiki/Thai_Lion_Air
Thai Smile,WE,THD,HS,0,10,THAI SMILE,https://images.planefinder.net/api/logo/THD/w/256,http://en.wikipedia.org/wiki/Thai_Smile
Thai Vietjet Air,VZ,TVJ,HS,24,32,THAIVIET JET,https://images.planefinder.net/api/logo/TVJ/w/256,https://en.wikipedia.org/wiki/Thai_Vietjet_Air
Thrive Aviation,-,TIV,N,0,0,THRIVE,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://flythrive.com/
Thunder Airlines,-,THU,C,12,0,THUNDER,https://images.planefinder.net/api/logo/THU/w/256,https://en.wikipedia.org/wiki/Thunder_Airlines
Tianjin Airlines,GS,GCR,B,99,115,BOHAI,https://images.planefinder.net/api/logo/GCR/w/256,http://en.wikipedia.org/wiki/Tianjin_Airlines
Tibet Airlines,TV,TBA,B,50,71,TIBET,https://images.planefinder.net/api/logo/TBA/w/256,http://en.wikipedia.org/wiki/Tibet_Airlines
Tigerair Taiwan,IT,TTW,B,17,32,SMART CAT,https://images.planefinder.net/api/logo/TTW/w/256,https://en.wikipedia.org/wiki/Tigerair_Taiwan
Titan Airways,ZT,AWC,G,6,0,ZAP,https://images.planefinder.net/api/logo/AWC/w/256,http://en.wikipedia.org/wiki/Titan_Airways
Titan Airways Malta,TM,TMT,9H,2,13,KAPOW,https://images.planefinder.net/api/logo/TMT/w/256,https://www.planespotters.net/airline/Titan-Airways-Malta
Toll Aviation,-,TFX,VH,0,0,TOLL EXPRESS,https://images.planefinder.net/api/logo/TFX/w/256,http://en.wikipedia.org/wiki/Toll_Aviation
Toll Global Express,-,TFR,VH,0,0,,https://images.planefinder.net/api/logo/TFR/w/256,http://en.wikipedia.org/wiki/Toll_Group
Total Linhas Aéreas,-,TTL,PP/PT,7,0,TOTAL,https://images.planefinder.net/api/logo/TTL/w/256,http://en.wikipedia.org/wiki/Total_Linhas_A%C3%A9reas
Toumaï Air Tchad,9D,THE,,0,14,TOUMAI AIR,https://images.planefinder.net/api/logo/THE/w/256,http://en.wikipedia.org/wiki/Touma%C3%AF_Air_Tchad
Trade Air,C3,TDR,9A,6,0,TRADE AIR,https://images.planefinder.net/api/logo/TDR/w/256,http://en.wikipedia.org/wiki/Trade_Air
Tradewind Aviation,TJ,GPD,N,27,15,GOODSPEED,https://images.planefinder.net/api/logo/GPD/w/256,https://en.wikipedia.org/wiki/Tradewind_Aviation
Trans Air Congo,Q8,TSG,,3,0,TRANS CONGO,https://images.planefinder.net/api/logo/TSG/w/256,http://en.wikipedia.org/wiki/Trans_Air_Congo
Trans Maldivian Airways,M8,TMW,8Q,65,0,TRANS MALDIVIAN,https://images.planefinder.net/api/logo/TMW/w/256,http://en.wikipedia.org/wiki/Trans_Maldivian_Airways
Transafrik International,PQ,TFK,S9,0,0,,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Transafrik_International
